source_file,id,name,locality,region,location,area,district,street,house,network_type,building_type,purpose,residential_complex,res_completed,houses_count,apartments_count,floors_count,porch_count,cluster_id
,manual-126,"Проспект Нургисы Тлендиева, 3А",Астана,Астана город республиканского значения,POINT (71.38924 51.17679),"POLYGON((71.389215 51.176805,71.389199 51.17678,71.389239 51.17677,71.389255 51.176795,71.389215 51.176805))",Сарыаркинский,Проспект Нургисы Тлендиева,3А,ГТС,OTHER,КПП,,,,,,,
,manual-127,"Улица Константина Циолковского, 6д",Астана,Астана город республиканского значения,POINT (71.471787 51.168742),"POLYGON((71.471715 51.168605,71.471972 51.168926,71.471896 51.168951,71.471638 51.16863,71.471715 51.168605))",Байконур,Улица Константина Циолковского,6д,ГТС,OTHER,Хозяйственный корпус,,,,,,,
cluster_Астана-РШ-1.xml,f33d0b82-fff9-8823-bf5b-7768a5332679,Объект,Астана,Астана город республиканского значения,POINT (71.437442 51.103589),"POLYGON((71.437421 51.103603,71.437421 51.103576,71.437464 51.103576,71.437464 51.103603,71.437421 51.103603))",Заречное ж/м,,,ГТС,OTHER,Объект,,True,1.0,,,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,34da5059-5202-f78d-6e7e-31c0a3a63d11,"улица Каратобе, 18/1",Астана,Астана город республиканского значения,POINT (71.434222 51.103189),"POLYGON((71.434066 51.103167,71.434343 51.103124,71.434378 51.103211,71.4341 51.103255,71.434066 51.103167))",Заречное ж/м,улица Каратобе,18/1,ГТС,MZHK,Общежитие,"Астана, улица Каратобе, 18/1",True,1.0,4.0,2.0,0.0,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,74f17aae-d645-c7d2-c80a-5a133bd9ae15,Объект,Астана,Астана город республиканского значения,POINT (71.435209 51.101616),"POLYGON((71.435179 51.101614,71.435212 51.101597,71.435239 51.101617,71.435207 51.101635,71.435179 51.101614))",Заречное ж/м,,,ГТС,OTHER,Объект,,True,1.0,,,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,ced1596b-f030-cf09-318b-d1563fc86aea,"улица Каратобе, 1",Астана,Астана город республиканского значения,POINT (71.437343 51.107174),"POLYGON((71.437298 51.10727,71.437247 51.107093,71.437388 51.107077,71.437439 51.107254,71.437298 51.10727))",Заречное ж/м,улица Каратобе,1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,09142269-4844-a579-d833-4cfab47880e1,"улица Ушкопир, 3/1а",Астана,Астана город республиканского значения,POINT (71.435894 51.101064),"POLYGON((71.435863 51.101063,71.435896 51.101045,71.435933 51.101072,71.4359 51.10109,71.435863 51.101063))",Заречное ж/м,улица Ушкопир,3/1а,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,cd0af8f3-3a10-dfdf-f5bb-3dea3ff50f63,"улица Ушкыштар, 1",Астана,Астана город республиканского значения,POINT (71.440737 51.108587),"POLYGON((71.44069 51.108683,71.440586 51.108621,71.440783 51.108491,71.440887 51.108552,71.44069 51.108683))",Заречное ж/м,улица Ушкыштар,1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,c901b01d-f6e9-2bde-dac8-4c583c9612ae,"Бухар жырау улица, 25/1 блок 1",Астана,Астана город республиканского значения,POINT (71.43662 51.099654),"POLYGON((71.436479 51.099786,71.43683 51.099742,71.436761 51.099522,71.436662 51.099204,71.436564 51.099216,71.436663 51.099534,71.436411 51.099565,71.436479 51.099786))",Заречное ж/м,Бухар жырау улица,25/1 блок 1,ГТС,MZHK,Жилой дом,"Астана, Бухар жырау улица, 25/1 блок 1",True,1.0,,10.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,7e25318f-e735-84d2-95cf-b9fc9053d6ba,Сооружение,Астана,Астана город республиканского значения,POINT (71.438821 51.10515),"POLYGON((71.438938 51.105169,71.43873 51.1052,71.438704 51.10513,71.438912 51.105099,71.438938 51.105169))",Заречное ж/м,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,fcac92a1-934e-7f32-c79d-59e38f8d4c06,Частный дом,Астана,Астана город республиканского значения,POINT (71.436898 51.105523),"POLYGON((71.436802 51.105443,71.436942 51.105427,71.436994 51.105604,71.436853 51.10562,71.436802 51.105443))",Заречное ж/м,,,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,7cbf4022-eb85-c159-0b44-2780d3abdfd0,"улица Жидели, 7/1",Астана,Астана город республиканского значения,POINT (71.437486 51.10503),"POLYGON((71.437548 51.104935,71.437599 51.105106,71.437425 51.105126,71.437374 51.104955,71.437548 51.104935))",Заречное ж/м,улица Жидели,7/1,ГТС,MZHK,Общежитие,"Астана, улица Жидели, 7/1",True,1.0,4.0,2.0,0.0,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,d35c2df2-658e-77d2-8d5e-a06195049812,"улица Ушкыштар, 9",Астана,Астана город республиканского значения,POINT (71.441924 51.107973),"POLYGON((71.441868 51.107879,71.442078 51.108001,71.441981 51.108067,71.441771 51.107945,71.441868 51.107879))",Заречное ж/м,улица Ушкыштар,9,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,672c334c-21ba-57f0-a787-9cd7faf86cd9,Объект,Астана,Астана город республиканского значения,POINT (71.441492 51.107735),"POLYGON((71.441471 51.107748,71.441471 51.107721,71.441513 51.107721,71.441513 51.107748,71.441471 51.107748))",Заречное ж/м,,,ГТС,OTHER,Объект,,True,1.0,,,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,66b0c25d-e411-f4cb-f746-61fe5fc46ce5,"улица Жидели, 6",Астана,Астана город республиканского значения,POINT (71.436 51.104993),"POLYGON((71.436158 51.10501,71.435884 51.105062,71.435843 51.104976,71.436116 51.104924,71.436158 51.10501))",Заречное ж/м,улица Жидели,6,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,518c206e-189d-a0c8-9692-1455a1190474,"улица Жошы хан, 12/3",Астана,Астана город республиканского значения,POINT (71.441317 51.101591),"MULTIPOLYGON(((71.441959 51.101405,71.441896 51.101543,71.44213 51.101586,71.442074 51.102081,71.441822 51.102117,71.441873 51.102257,71.44229 51.102197,71.442371 51.10148,71.441959 51.101405)),((71.441161 51.102285,71.441518 51.102294,71.441526 51.10215,71.441398 51.102147,71.441439 51.101446,71.441567 51.101449,71.441576 51.101305,71.441219 51.101297,71.441161 51.102285)))",,улица Жошы хан,12/3,ГТС,MZHK,Строящийся жилой дом,"Астана, ABAT, жилой комплекс",True,1.0,,12.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,3f64e9f1-29c2-3dab-16b1-dcdf6d8549c9,"улица Жидели, 5/1",Астана,Астана город республиканского значения,POINT (71.436852 51.105288),"POLYGON((71.436745 51.105214,71.436882 51.105189,71.436959 51.105362,71.436822 51.105387,71.436745 51.105214))",Заречное ж/м,улица Жидели,5/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,e89174bf-34de-d85f-e746-e3b84a83f8c2,"улица Каратобе, 19/1а",Астана,Астана город республиканского значения,POINT (71.43357 51.10308),"POLYGON((71.433557 51.103097,71.433543 51.103071,71.433584 51.103063,71.433598 51.103088,71.433557 51.103097))",Заречное ж/м,улица Каратобе,19/1а,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,9365e290-dfb5-ecf9-5f26-73c83bf546b0,"улица Жидели, 25/1",Астана,Астана город республиканского значения,POINT (71.438537 51.101902),"POLYGON((71.438437 51.101898,71.438543 51.101838,71.438638 51.101905,71.438531 51.101965,71.438437 51.101898))",Заречное ж/м,улица Жидели,25/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,39c1ec1a-ec8c-84a4-adc8-a224826b2f55,Объект,Астана,Астана город республиканского значения,POINT (71.435918 51.103724),"POLYGON((71.435902 51.103741,71.435892 51.103714,71.435933 51.103708,71.435944 51.103734,71.435902 51.103741))",Заречное ж/м,,,ГТС,OTHER,Объект,,True,1.0,,,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,15234c06-cebd-9357-2dc3-7684a2244f9e,"улица Алихан Бокейхан, 15",Астана,Астана город республиканского значения,POINT (71.432973 51.100609),"POLYGON((71.43271 51.100552,71.43349 51.100443,71.433552 51.100618,71.432995 51.100697,71.433202 51.101284,71.433495 51.101243,71.433545 51.101384,71.433029 51.101456,71.43271 51.100552))",,улица Алихан Бокейхан,15,ГТС,MZHK,Жилой дом,"Астана, Кумбель, жилой комплекс",True,1.0,170.0,10.0,6.0,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,618f179e-1ffc-eccb-d860-83af97cdc0eb,Объект,Астана,Астана город республиканского значения,POINT (71.436735 51.106137),"POLYGON((71.436719 51.106153,71.436709 51.106127,71.436751 51.106121,71.43676 51.106147,71.436719 51.106153))",Заречное ж/м,,,ГТС,OTHER,Объект,,True,1.0,,,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,77301074-d19b-ae29-48c4-86ebaae27dd4,"23-я улица, 15г",Астана,Астана город республиканского значения,POINT (71.434636 51.100966),"POLYGON((71.43458 51.100969,71.434642 51.100932,71.434691 51.100964,71.434629 51.101001,71.43458 51.100969))",Заречное ж/м,23-я улица,15г,ГТС,COMMERCE,Торговый павильон,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
cluster_Астана-РШ-1.xml,20d8a4f4-4d27-1a54-dc5c-43051ada63c7,Сооружение,Астана,Астана город республиканского значения,POINT (71.438598 51.110406),"POLYGON((71.438659 51.110368,71.438684 51.11041,71.438537 51.110445,71.438512 51.110403,71.438659 51.110368))",Заречное ж/м,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,a3efedf4-8d49-5473-0e73-0c02bec468c1
